Force (N),Position (mm),Strain (%),Stress (MPa)
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-2.50,0.00,0.00,-0.00620
-1.67,0.00,0.00,-0.00413
-1.67,0.00100,0.00100,-0.00413
-1.67,0.00100,0.00100,-0.00413
-1.67,0.00100,0.00100,-0.00413
-0.833,0.00100,0.00100,-0.00207
-0.833,0.00100,0.00100,-0.00207
-0.833,0.00100,0.00100,-0.00207
0.00,0.00200,0.00200,0.00
0.00,0.00200,0.00200,0.00
0.00,0.00200,0.00200,0.00
0.833,0.00200,0.00200,0.00207
0.833,0.00200,0.00200,0.00207
1.67,0.00300,0.00300,0.00413
1.67,0.00300,0.00300,0.00413
2.50,0.00300,0.00300,0.00620
2.50,0.00300,0.00300,0.00620
3.33,0.00300,0.00300,0.00826
3.33,0.00300,0.00300,0.00826
3.33,0.00400,0.00400,0.00826
4.17,0.00400,0.00400,0.0103
4.17,0.00400,0.00400,0.0103
4.17,0.00400,0.00400,0.0103
5.00,0.00400,0.00400,0.0124
5.00,0.00400,0.00400,0.0124
5.00,0.00500,0.00500,0.0124
5.00,0.00500,0.00500,0.0124
5.83,0.00500,0.00500,0.0145
5.83,0.00500,0.00500,0.0145
6.67,0.00500,0.00500,0.0165
6.67,0.00500,0.00500,0.0165
6.67,0.00600,0.00600,0.0165
6.67,0.00600,0.00600,0.0165
7.50,0.00600,0.00600,0.0186
7.50,0.00600,0.00600,0.0186
7.50,0.00600,0.00600,0.0186
8.33,0.00600,0.00600,0.0207
8.33,0.00600,0.00600,0.0207
8.33,0.00700,0.00700,0.0207
8.33,0.00700,0.00700,0.0207
8.33,0.00700,0.00700,0.0207
9.17,0.00700,0.00700,0.0227
9.17,0.00700,0.00700,0.0227
9.17,0.00700,0.00700,0.0227
9.17,0.00700,0.00700,0.0227
10.0,0.00800,0.00800,0.0248
10.0,0.00800,0.00800,0.0248
10.0,0.00800,0.00800,0.0248
10.0,0.00800,0.00800,0.0248
10.8,0.00800,0.00800,0.0269
10.8,0.00800,0.00800,0.0269
10.8,0.00800,0.00800,0.0269
10.8,0.00800,0.00800,0.0269
11.7,0.00900,0.00900,0.0289
11.7,0.00900,0.00900,0.0289
11.7,0.00900,0.00900,0.0289
11.7,0.00900,0.00900,0.0289
12.5,0.00900,0.00900,0.0310
12.5,0.00900,0.00900,0.0310
12.5,0.00900,0.00900,0.0310
13.3,0.0100,0.0100,0.0331
13.3,0.0100,0.0100,0.0331
13.3,0.0100,0.0100,0.0331
13.3,0.0100,0.0100,0.0331
13.3,0.0100,0.0100,0.0331
13.3,0.0100,0.0100,0.0331
14.2,0.0100,0.0100,0.0351
14.2,0.0100,0.0100,0.0351
14.2,0.0110,0.0110,0.0351
14.2,0.0110,0.0110,0.0351
14.2,0.0110,0.0110,0.0351
15.0,0.0110,0.0110,0.0372
15.0,0.0110,0.0110,0.0372
15.0,0.0110,0.0110,0.0372
15.0,0.0110,0.0110,0.0372
15.8,0.0120,0.0120,0.0393
15.8,0.0120,0.0120,0.0393
15.8,0.0120,0.0120,0.0393
15.8,0.0120,0.0120,0.0393
15.8,0.0120,0.0120,0.0393
16.7,0.0120,0.0120,0.0413
16.7,0.0120,0.0120,0.0413
16.7,0.0120,0.0120,0.0413
16.7,0.0130,0.0130,0.0413
17.5,0.0130,0.0130,0.0434
17.5,0.0130,0.0130,0.0434
17.5,0.0130,0.0130,0.0434
17.5,0.0130,0.0130,0.0434
18.3,0.0130,0.0130,0.0455
18.3,0.0130,0.0130,0.0455
18.3,0.0140,0.0140,0.0455
18.3,0.0140,0.0140,0.0455
19.2,0.0140,0.0140,0.0475
19.2,0.0140,0.0140,0.0475
19.2,0.0140,0.0140,0.0475
19.2,0.0140,0.0140,0.0475
20.0,0.0140,0.0140,0.0496
20.0,0.0150,0.0150,0.0496
20.0,0.0150,0.0150,0.0496
20.0,0.0150,0.0150,0.0496
20.8,0.0150,0.0150,0.0517
20.8,0.0150,0.0150,0.0517
20.8,0.0150,0.0150,0.0517
20.8,0.0150,0.0150,0.0517
20.8,0.0150,0.0150,0.0517
21.7,0.0160,0.0160,0.0537
21.7,0.0160,0.0160,0.0537
21.7,0.0160,0.0160,0.0537
21.7,0.0160,0.0160,0.0537
21.7,0.0160,0.0160,0.0537
22.5,0.0160,0.0160,0.0558
22.5,0.0160,0.0160,0.0558
22.5,0.0160,0.0160,0.0558
22.5,0.0170,0.0170,0.0558
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0170,0.0170,0.0579
23.3,0.0180,0.0180,0.0579
23.3,0.0180,0.0180,0.0579
24.2,0.0180,0.0180,0.0599
24.2,0.0180,0.0180,0.0599
24.2,0.0180,0.0180,0.0599
24.2,0.0180,0.0180,0.0599
24.2,0.0190,0.0190,0.0599
24.2,0.0190,0.0190,0.0599
25.0,0.0190,0.0190,0.0620
25.0,0.0190,0.0190,0.0620
25.0,0.0190,0.0190,0.0620
25.0,0.0190,0.0190,0.0620
25.8,0.0190,0.0190,0.0640
25.8,0.0190,0.0190,0.0640
25.8,0.0200,0.0200,0.0640
25.8,0.0200,0.0200,0.0640
26.7,0.0200,0.0200,0.0661
26.7,0.0200,0.0200,0.0661
26.7,0.0200,0.0200,0.0661
26.7,0.0200,0.0200,0.0661
26.7,0.0200,0.0200,0.0661
27.5,0.0210,0.0210,0.0682
27.5,0.0210,0.0210,0.0682
27.5,0.0210,0.0210,0.0682
27.5,0.0210,0.0210,0.0682
27.5,0.0210,0.0210,0.0682
28.3,0.0210,0.0210,0.0702
28.3,0.0210,0.0210,0.0702
28.3,0.0210,0.0210,0.0702
28.3,0.0220,0.0220,0.0702
29.2,0.0220,0.0220,0.0723
29.2,0.0220,0.0220,0.0723
29.2,0.0220,0.0220,0.0723
29.2,0.0220,0.0220,0.0723
29.2,0.0220,0.0220,0.0723
29.2,0.0220,0.0220,0.0723
30.0,0.0230,0.0230,0.0744
30.0,0.0230,0.0230,0.0744
30.0,0.0230,0.0230,0.0744
30.0,0.0230,0.0230,0.0744
30.0,0.0230,0.0230,0.0744
30.0,0.0230,0.0230,0.0744
30.8,0.0230,0.0230,0.0764
30.8,0.0230,0.0230,0.0764
30.8,0.0240,0.0240,0.0764
30.8,0.0240,0.0240,0.0764
31.7,0.0240,0.0240,0.0785
31.7,0.0240,0.0240,0.0785
31.7,0.0240,0.0240,0.0785
31.7,0.0240,0.0240,0.0785
32.5,0.0240,0.0240,0.0806
32.5,0.0240,0.0240,0.0806
32.5,0.0250,0.0250,0.0806
32.5,0.0250,0.0250,0.0806
33.3,0.0250,0.0250,0.0826
33.3,0.0250,0.0250,0.0826
33.3,0.0250,0.0250,0.0826
33.3,0.0250,0.0250,0.0826
33.3,0.0250,0.0250,0.0826
33.3,0.0260,0.0260,0.0826
33.3,0.0260,0.0260,0.0826
34.2,0.0260,0.0260,0.0847
34.2,0.0260,0.0260,0.0847
34.2,0.0260,0.0260,0.0847
34.2,0.0260,0.0260,0.0847
34.2,0.0260,0.0260,0.0847
35.0,0.0270,0.0270,0.0868
35.0,0.0270,0.0270,0.0868
35.0,0.0270,0.0270,0.0868
35.8,0.0270,0.0270,0.0888
35.8,0.0270,0.0270,0.0888
35.8,0.0270,0.0270,0.0888
35.8,0.0270,0.0270,0.0888
35.8,0.0280,0.0280,0.0888
36.7,0.0280,0.0280,0.0909
36.7,0.0280,0.0280,0.0909
36.7,0.0280,0.0280,0.0909
36.7,0.0280,0.0280,0.0909
36.7,0.0280,0.0280,0.0909
36.7,0.0280,0.0280,0.0909
37.5,0.0280,0.0280,0.0930
37.5,0.0290,0.0290,0.0930
37.5,0.0290,0.0290,0.0930
37.5,0.0290,0.0290,0.0930
37.5,0.0290,0.0290,0.0930
38.3,0.0290,0.0290,0.0950
38.3,0.0290,0.0290,0.0950
38.3,0.0290,0.0290,0.0950
38.3,0.0300,0.0300,0.0950
39.2,0.0300,0.0300,0.0971
39.2,0.0300,0.0300,0.0971
39.2,0.0300,0.0300,0.0971
39.2,0.0300,0.0300,0.0971
39.2,0.0300,0.0300,0.0971
40.0,0.0300,0.0300,0.0992
40.0,0.0300,0.0300,0.0992
40.0,0.0310,0.0310,0.0992
40.0,0.0310,0.0310,0.0992
40.8,0.0310,0.0310,0.101
40.8,0.0310,0.0310,0.101
40.8,0.0310,0.0310,0.101
40.8,0.0310,0.0310,0.101
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
41.7,0.0320,0.0320,0.103
42.5,0.0330,0.0330,0.105
42.5,0.0330,0.0330,0.105
42.5,0.0330,0.0330,0.105
42.5,0.0330,0.0330,0.105
42.5,0.0330,0.0330,0.105
43.3,0.0330,0.0330,0.107
43.3,0.0330,0.0330,0.107
43.3,0.0340,0.0340,0.107
43.3,0.0340,0.0340,0.107
43.3,0.0340,0.0340,0.107
44.2,0.0340,0.0340,0.110
44.2,0.0340,0.0340,0.110
44.2,0.0340,0.0340,0.110
44.2,0.0340,0.0340,0.110
44.2,0.0340,0.0340,0.110
44.2,0.0350,0.0350,0.110
45.0,0.0350,0.0350,0.112
45.0,0.0350,0.0350,0.112
45.0,0.0350,0.0350,0.112
45.0,0.0350,0.0350,0.112
45.0,0.0350,0.0350,0.112
45.0,0.0350,0.0350,0.112
45.8,0.0360,0.0360,0.114
45.8,0.0360,0.0360,0.114
45.8,0.0360,0.0360,0.114
45.8,0.0360,0.0360,0.114
45.8,0.0360,0.0360,0.114
46.7,0.0360,0.0360,0.116
46.7,0.0360,0.0360,0.116
46.7,0.0360,0.0360,0.116
46.7,0.0370,0.0370,0.116
46.7,0.0370,0.0370,0.116
46.7,0.0370,0.0370,0.116
47.5,0.0370,0.0370,0.118
47.5,0.0370,0.0370,0.118
47.5,0.0370,0.0370,0.118
47.5,0.0370,0.0370,0.118
47.5,0.0380,0.0380,0.118
47.5,0.0380,0.0380,0.118
48.3,0.0380,0.0380,0.120
48.3,0.0380,0.0380,0.120
48.3,0.0380,0.0380,0.120
48.3,0.0380,0.0380,0.120
49.2,0.0380,0.0380,0.122
49.2,0.0380,0.0380,0.122
49.2,0.0390,0.0390,0.122
49.2,0.0390,0.0390,0.122
49.2,0.0390,0.0390,0.122
50.0,0.0390,0.0390,0.124
50.0,0.0390,0.0390,0.124
50.0,0.0390,0.0390,0.124
50.0,0.0390,0.0390,0.124
50.0,0.0400,0.0400,0.124
50.8,0.0400,0.0400,0.126
50.8,0.0400,0.0400,0.126
50.8,0.0400,0.0400,0.126
50.8,0.0400,0.0400,0.126
50.8,0.0400,0.0400,0.126
51.7,0.0400,0.0400,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
51.7,0.0410,0.0410,0.128
52.5,0.0410,0.0410,0.130
52.5,0.0420,0.0420,0.130
52.5,0.0420,0.0420,0.130
52.5,0.0420,0.0420,0.130
52.5,0.0420,0.0420,0.130
52.5,0.0420,0.0420,0.130
52.5,0.0420,0.0420,0.130
53.3,0.0420,0.0420,0.132
53.3,0.0420,0.0420,0.132
53.3,0.0430,0.0430,0.132
53.3,0.0430,0.0430,0.132
53.3,0.0430,0.0430,0.132
54.2,0.0430,0.0430,0.134
54.2,0.0430,0.0430,0.134
54.2,0.0430,0.0430,0.134
54.2,0.0430,0.0430,0.134
55.0,0.0430,0.0430,0.136
55.0,0.0440,0.0440,0.136
55.0,0.0440,0.0440,0.136
55.0,0.0440,0.0440,0.136
55.0,0.0440,0.0440,0.136
55.0,0.0440,0.0440,0.136
55.8,0.0440,0.0440,0.138
55.8,0.0450,0.0450,0.138
55.8,0.0450,0.0450,0.138
55.8,0.0450,0.0450,0.138
55.8,0.0450,0.0450,0.138
55.8,0.0450,0.0450,0.138
55.8,0.0450,0.0450,0.138
56.7,0.0450,0.0450,0.140
56.7,0.0460,0.0460,0.140
56.7,0.0460,0.0460,0.140
56.7,0.0460,0.0460,0.140
56.7,0.0460,0.0460,0.140
57.5,0.0460,0.0460,0.143
57.5,0.0460,0.0460,0.143
57.5,0.0460,0.0460,0.143
57.5,0.0460,0.0460,0.143
57.5,0.0470,0.0470,0.143
58.3,0.0470,0.0470,0.145
58.3,0.0470,0.0470,0.145
58.3,0.0470,0.0470,0.145
58.3,0.0470,0.0470,0.145
59.2,0.0470,0.0470,0.147
59.2,0.0470,0.0470,0.147
59.2,0.0470,0.0470,0.147
59.2,0.0480,0.0480,0.147
59.2,0.0480,0.0480,0.147
59.2,0.0480,0.0480,0.147
59.2,0.0480,0.0480,0.147
59.2,0.0480,0.0480,0.147
60.0,0.0480,0.0480,0.149
60.0,0.0480,0.0480,0.149
60.0,0.0490,0.0490,0.149
60.0,0.0490,0.0490,0.149
60.0,0.0490,0.0490,0.149
60.0,0.0490,0.0490,0.149
60.0,0.0490,0.0490,0.149
60.0,0.0490,0.0490,0.149
60.8,0.0490,0.0490,0.151
60.8,0.0490,0.0490,0.151
60.8,0.0500,0.0500,0.151
60.8,0.0500,0.0500,0.151
60.8,0.0500,0.0500,0.151
61.7,0.0500,0.0500,0.153
61.7,0.0500,0.0500,0.153
61.7,0.0500,0.0500,0.153
61.7,0.0500,0.0500,0.153
61.7,0.0510,0.0510,0.153
62.5,0.0510,0.0510,0.155
62.5,0.0510,0.0510,0.155
62.5,0.0510,0.0510,0.155
62.5,0.0510,0.0510,0.155
62.5,0.0510,0.0510,0.155
62.5,0.0510,0.0510,0.155
62.5,0.0520,0.0520,0.155
62.5,0.0520,0.0520,0.155
63.3,0.0520,0.0520,0.157
63.3,0.0520,0.0520,0.157
63.3,0.0520,0.0520,0.157
63.3,0.0520,0.0520,0.157
63.3,0.0520,0.0520,0.157
64.2,0.0530,0.0530,0.159
64.2,0.0530,0.0530,0.159
64.2,0.0530,0.0530,0.159
64.2,0.0530,0.0530,0.159
65.0,0.0530,0.0530,0.161
65.0,0.0530,0.0530,0.161
65.0,0.0530,0.0530,0.161
65.0,0.0530,0.0530,0.161
65.0,0.0540,0.0540,0.161
65.0,0.0540,0.0540,0.161
65.0,0.0540,0.0540,0.161
65.0,0.0540,0.0540,0.161
65.8,0.0540,0.0540,0.163
65.8,0.0540,0.0540,0.163
65.8,0.0540,0.0540,0.163
65.8,0.0540,0.0540,0.163
65.8,0.0550,0.0550,0.163
65.8,0.0550,0.0550,0.163
66.7,0.0550,0.0550,0.165
66.7,0.0550,0.0550,0.165
66.7,0.0550,0.0550,0.165
66.7,0.0550,0.0550,0.165
66.7,0.0550,0.0550,0.165
66.7,0.0550,0.0550,0.165
66.7,0.0560,0.0560,0.165
67.5,0.0560,0.0560,0.167
67.5,0.0560,0.0560,0.167
67.5,0.0560,0.0560,0.167
67.5,0.0560,0.0560,0.167
67.5,0.0560,0.0560,0.167
67.5,0.0560,0.0560,0.167
68.3,0.0570,0.0570,0.169
68.3,0.0570,0.0570,0.169
68.3,0.0570,0.0570,0.169
68.3,0.0570,0.0570,0.169
69.2,0.0570,0.0570,0.171
69.2,0.0570,0.0570,0.171
69.2,0.0570,0.0570,0.171
69.2,0.0580,0.0580,0.171
69.2,0.0580,0.0580,0.171
69.2,0.0580,0.0580,0.171
70.0,0.0580,0.0580,0.174
70.0,0.0580,0.0580,0.174
70.0,0.0580,0.0580,0.174
70.0,0.0580,0.0580,0.174
70.0,0.0590,0.0590,0.174
70.0,0.0590,0.0590,0.174
70.0,0.0590,0.0590,0.174
70.8,0.0590,0.0590,0.176
70.8,0.0590,0.0590,0.176
70.8,0.0590,0.0590,0.176
70.8,0.0590,0.0590,0.176
70.8,0.0590,0.0590,0.176
70.8,0.0600,0.0600,0.176
71.7,0.0600,0.0600,0.178
71.7,0.0600,0.0600,0.178
71.7,0.0600,0.0600,0.178
71.7,0.0600,0.0600,0.178
71.7,0.0600,0.0600,0.178
72.5,0.0600,0.0600,0.180
72.5,0.0600,0.0600,0.180
72.5,0.0610,0.0610,0.180
72.5,0.0610,0.0610,0.180
72.5,0.0610,0.0610,0.180
72.5,0.0610,0.0610,0.180
73.3,0.0610,0.0610,0.182
73.3,0.0610,0.0610,0.182
73.3,0.0610,0.0610,0.182
73.3,0.0620,0.0620,0.182
73.3,0.0620,0.0620,0.182
73.3,0.0620,0.0620,0.182
73.3,0.0620,0.0620,0.182
74.2,0.0620,0.0620,0.184
74.2,0.0620,0.0620,0.184
74.2,0.0620,0.0620,0.184
74.2,0.0620,0.0620,0.184
74.2,0.0630,0.0630,0.184
74.2,0.0630,0.0630,0.184
74.2,0.0630,0.0630,0.184
75.0,0.0630,0.0630,0.186
75.0,0.0630,0.0630,0.186
75.0,0.0630,0.0630,0.186
75.0,0.0630,0.0630,0.186
75.0,0.0640,0.0640,0.186
75.0,0.0640,0.0640,0.186
75.8,0.0640,0.0640,0.188
75.8,0.0640,0.0640,0.188
75.8,0.0640,0.0640,0.188
75.8,0.0640,0.0640,0.188
76.7,0.0640,0.0640,0.190
76.7,0.0650,0.0650,0.190
76.7,0.0650,0.0650,0.190
76.7,0.0650,0.0650,0.190
76.7,0.0650,0.0650,0.190
76.7,0.0650,0.0650,0.190
76.7,0.0650,0.0650,0.190
77.5,0.0650,0.0650,0.192
77.5,0.0660,0.0660,0.192
77.5,0.0660,0.0660,0.192
77.5,0.0660,0.0660,0.192
77.5,0.0660,0.0660,0.192
78.3,0.0660,0.0660,0.194
78.3,0.0660,0.0660,0.194
78.3,0.0660,0.0660,0.194
78.3,0.0660,0.0660,0.194
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
79.2,0.0670,0.0670,0.196
80.0,0.0670,0.0670,0.198
80.0,0.0680,0.0680,0.198
80.0,0.0680,0.0680,0.198
80.0,0.0680,0.0680,0.198
80.0,0.0680,0.0680,0.198
80.0,0.0680,0.0680,0.198
80.8,0.0680,0.0680,0.200
80.8,0.0680,0.0680,0.200
80.8,0.0690,0.0690,0.200
80.8,0.0690,0.0690,0.200
80.8,0.0690,0.0690,0.200
80.8,0.0690,0.0690,0.200
81.7,0.0690,0.0690,0.202
81.7,0.0690,0.0690,0.202
81.7,0.0690,0.0690,0.202
81.7,0.0700,0.0700,0.202
82.5,0.0700,0.0700,0.205
82.5,0.0700,0.0700,0.205
82.5,0.0700,0.0700,0.205
82.5,0.0700,0.0700,0.205
82.5,0.0700,0.0700,0.205
82.5,0.0700,0.0700,0.205
83.3,0.0710,0.0710,0.207
83.3,0.0710,0.0710,0.207
83.3,0.0710,0.0710,0.207
83.3,0.0710,0.0710,0.207
83.3,0.0710,0.0710,0.207
84.2,0.0710,0.0710,0.209
84.2,0.0710,0.0710,0.209
84.2,0.0720,0.0720,0.209
84.2,0.0720,0.0720,0.209
84.2,0.0720,0.0720,0.209
85.0,0.0720,0.0720,0.211
85.0,0.0720,0.0720,0.211
85.0,0.0720,0.0720,0.211
85.0,0.0720,0.0720,0.211
85.0,0.0720,0.0720,0.211
85.0,0.0730,0.0730,0.211
85.0,0.0730,0.0730,0.211
85.0,0.0730,0.0730,0.211
85.8,0.0730,0.0730,0.213
85.8,0.0730,0.0730,0.213
85.8,0.0730,0.0730,0.213
85.8,0.0730,0.0730,0.213
85.8,0.0730,0.0730,0.213
85.8,0.0730,0.0730,0.213
85.8,0.0740,0.0740,0.213
86.7,0.0740,0.0740,0.215
86.7,0.0740,0.0740,0.215
86.7,0.0740,0.0740,0.215
86.7,0.0740,0.0740,0.215
86.7,0.0740,0.0740,0.215
87.5,0.0750,0.0750,0.217
87.5,0.0750,0.0750,0.217
87.5,0.0750,0.0750,0.217
87.5,0.0750,0.0750,0.217
88.3,0.0750,0.0750,0.219
88.3,0.0750,0.0750,0.219
88.3,0.0750,0.0750,0.219
88.3,0.0750,0.0750,0.219
88.3,0.0760,0.0760,0.219
88.3,0.0760,0.0760,0.219
88.3,0.0760,0.0760,0.219
89.2,0.0760,0.0760,0.221
89.2,0.0760,0.0760,0.221
89.2,0.0760,0.0760,0.221
89.2,0.0760,0.0760,0.221
89.2,0.0760,0.0760,0.221
90.0,0.0770,0.0770,0.223
90.0,0.0770,0.0770,0.223
90.0,0.0770,0.0770,0.223
90.0,0.0770,0.0770,0.223
90.0,0.0770,0.0770,0.223
90.0,0.0770,0.0770,0.223
90.8,0.0770,0.0770,0.225
90.8,0.0780,0.0780,0.225
90.8,0.0780,0.0780,0.225
91.7,0.0780,0.0780,0.227
91.7,0.0780,0.0780,0.227
91.7,0.0780,0.0780,0.227
91.7,0.0780,0.0780,0.227
91.7,0.0780,0.0780,0.227
92.5,0.0790,0.0790,0.229
92.5,0.0790,0.0790,0.229
92.5,0.0790,0.0790,0.229
92.5,0.0790,0.0790,0.229
92.5,0.0790,0.0790,0.229
93.3,0.0790,0.0790,0.231
93.3,0.0790,0.0790,0.231
93.3,0.0800,0.0800,0.231
93.3,0.0800,0.0800,0.231
93.3,0.0800,0.0800,0.231
94.2,0.0800,0.0800,0.233
94.2,0.0800,0.0800,0.233
94.2,0.0800,0.0800,0.233
94.2,0.0800,0.0800,0.233
94.2,0.0800,0.0800,0.233
94.2,0.0800,0.0800,0.233
94.2,0.0810,0.0810,0.233
94.2,0.0810,0.0810,0.233
95.0,0.0810,0.0810,0.236
95.0,0.0810,0.0810,0.236
95.0,0.0810,0.0810,0.236
95.0,0.0810,0.0810,0.236
95.0,0.0810,0.0810,0.236
95.0,0.0810,0.0810,0.236
95.0,0.0820,0.0820,0.236
95.8,0.0820,0.0820,0.238
95.8,0.0820,0.0820,0.238
95.8,0.0820,0.0820,0.238
95.8,0.0820,0.0820,0.238
95.8,0.0820,0.0820,0.238
96.7,0.0830,0.0830,0.240
96.7,0.0830,0.0830,0.240
96.7,0.0830,0.0830,0.240
96.7,0.0830,0.0830,0.240
96.7,0.0830,0.0830,0.240
97.5,0.0830,0.0830,0.242
97.5,0.0830,0.0830,0.242
97.5,0.0840,0.0840,0.242
97.5,0.0840,0.0840,0.242
97.5,0.0840,0.0840,0.242
97.5,0.0840,0.0840,0.242
98.3,0.0840,0.0840,0.244
98.3,0.0840,0.0840,0.244
98.3,0.0840,0.0840,0.244
98.3,0.0840,0.0840,0.244
98.3,0.0850,0.0850,0.244
99.2,0.0850,0.0850,0.246
99.2,0.0850,0.0850,0.246
99.2,0.0850,0.0850,0.246
99.2,0.0850,0.0850,0.246
99.2,0.0850,0.0850,0.246
100,0.0850,0.0850,0.248
100,0.0850,0.0850,0.248
100,0.0860,0.0860,0.248
100,0.0860,0.0860,0.248
100,0.0860,0.0860,0.248
100,0.0860,0.0860,0.248
100,0.0860,0.0860,0.248
101,0.0860,0.0860,0.250
101,0.0860,0.0860,0.250
101,0.0860,0.0860,0.250
101,0.0870,0.0870,0.250
102,0.0870,0.0870,0.252
102,0.0870,0.0870,0.252
102,0.0870,0.0870,0.252
102,0.0870,0.0870,0.252
102,0.0870,0.0870,0.252
102,0.0870,0.0870,0.252
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0880,0.0880,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0890,0.0890,0.254
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
103,0.0900,0.0900,0.256
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
104,0.0910,0.0910,0.258
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0920,0.0920,0.260
105,0.0930,0.0930,0.260
106,0.0930,0.0930,0.262
106,0.0930,0.0930,0.262
106,0.0930,0.0930,0.262
106,0.0930,0.0930,0.262
106,0.0930,0.0930,0.262
107,0.0930,0.0930,0.264
107,0.0930,0.0930,0.264
107,0.0940,0.0940,0.264
107,0.0940,0.0940,0.264
107,0.0940,0.0940,0.264
107,0.0940,0.0940,0.264
108,0.0940,0.0940,0.267
108,0.0940,0.0940,0.267
108,0.0940,0.0940,0.267
108,0.0940,0.0940,0.267
108,0.0950,0.0950,0.267
108,0.0950,0.0950,0.267
108,0.0950,0.0950,0.267
108,0.0950,0.0950,0.267
108,0.0950,0.0950,0.269
108,0.0950,0.0950,0.269
108,0.0950,0.0950,0.269
109,0.0960,0.0960,0.271
109,0.0960,0.0960,0.271
109,0.0960,0.0960,0.271
109,0.0960,0.0960,0.271
110,0.0960,0.0960,0.273
110,0.0960,0.0960,0.273
110,0.0970,0.0970,0.273
110,0.0970,0.0970,0.273
111,0.0970,0.0970,0.275
111,0.0970,0.0970,0.275
111,0.0970,0.0970,0.275
111,0.0970,0.0970,0.275
111,0.0970,0.0970,0.275
111,0.0970,0.0970,0.275
112,0.0980,0.0980,0.277
112,0.0980,0.0980,0.277
112,0.0980,0.0980,0.277
112,0.0980,0.0980,0.277
113,0.0980,0.0980,0.279
113,0.0980,0.0980,0.279
113,0.0980,0.0980,0.279
113,0.0980,0.0980,0.279
113,0.0990,0.0990,0.279
113,0.0990,0.0990,0.281
113,0.0990,0.0990,0.281
113,0.0990,0.0990,0.281
113,0.0990,0.0990,0.281
113,0.0990,0.0990,0.281
113,0.0990,0.0990,0.281
114,0.100,0.100,0.283
114,0.100,0.100,0.283
114,0.100,0.100,0.283
114,0.100,0.100,0.283
114,0.100,0.100,0.283
114,0.100,0.100,0.283
115,0.100,0.100,0.285
115,0.100,0.100,0.285
115,0.101,0.101,0.285
115,0.101,0.101,0.285
115,0.101,0.101,0.285
115,0.101,0.101,0.285
115,0.101,0.101,0.285
116,0.101,0.101,0.287
116,0.101,0.101,0.287
116,0.101,0.101,0.287
116,0.102,0.102,0.287
116,0.102,0.102,0.287
116,0.102,0.102,0.287
117,0.102,0.102,0.289
117,0.102,0.102,0.289
117,0.102,0.102,0.289
117,0.102,0.102,0.289
117,0.103,0.103,0.289
118,0.103,0.103,0.291
118,0.103,0.103,0.291
118,0.103,0.103,0.291
118,0.103,0.103,0.291
118,0.103,0.103,0.293
118,0.103,0.103,0.293
118,0.103,0.103,0.293
118,0.104,0.104,0.293
