Force (N),Position (mm),Strain (%),Stress (MPa)
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.52
1020,2.64,2.64,2.52
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.52
1020,2.64,2.64,2.52
1020,2.64,2.64,2.52
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.64,2.64,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.65,2.65,2.53
1020,2.66,2.66,2.53
1020,2.66,2.66,2.53
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.66,2.66,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1020,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.67,2.67,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.54
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.68,2.68,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.69,2.69,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.56
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.55
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.70,2.70,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.71,2.71,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1030,2.72,2.72,2.56
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1030,2.73,2.73,2.56
1040,2.73,2.73,2.57
1030,2.73,2.73,2.56
1030,2.73,2.73,2.56
1030,2.73,2.73,2.56
1030,2.73,2.73,2.56
1030,2.73,2.73,2.56
1030,2.73,2.73,2.56
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.73,2.73,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.74,2.74,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.57
1040,2.75,2.75,2.58
1040,2.75,2.75,2.57
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.75,2.75,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
1040,2.76,2.76,2.58
