Force (N),Position (mm),Strain (%),Stress (MPa)
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.82
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.83
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.84
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.85
13200,15.9,15.9,9.86
13200,15.9,15.9,9.86
13200,15.9,15.9,9.86
13200,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.86
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.87
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.88
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.89
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.90
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.91
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,15.9,15.9,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.92
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13300,16.0,16.0,9.93
13400,16.0,16.0,9.93
13400,16.0,16.0,9.93
13400,16.0,16.0,9.93
13400,16.0,16.0,9.93
13400,16.0,16.0,9.93
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.94
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.95
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.96
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.97
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.98
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,9.99
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13400,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.0
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13500,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.1
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13600,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
13700,16.0,16.0,10.2
