Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
611	0.750	59.4	3.75	1.50
611	0.751	59.4	3.76	1.51
613	0.752	59.6	3.76	1.51
614	0.753	59.7	3.77	1.51
615	0.754	59.8	3.77	1.51
616	0.755	59.9	3.78	1.51
616	0.756	59.9	3.78	1.52
617	0.757	60.0	3.79	1.52
618	0.758	60.1	3.79	1.52
618	0.759	60.1	3.80	1.52
620	0.760	60.3	3.80	1.52
621	0.761	60.4	3.81	1.53
622	0.762	60.5	3.81	1.53
623	0.763	60.5	3.82	1.53
623	0.764	60.6	3.82	1.53
623	0.765	60.6	3.83	1.53
625	0.766	60.8	3.83	1.54
626	0.767	60.9	3.84	1.54
628	0.768	61.0	3.84	1.54
628	0.769	61.0	3.85	1.54
628	0.770	61.1	3.85	1.54
629	0.771	61.2	3.85	1.55
630	0.772	61.3	3.86	1.55
632	0.773	61.4	3.86	1.55
633	0.774	61.6	3.87	1.55
634	0.775	61.7	3.87	1.55
634	0.775	61.7	3.88	1.55
635	0.776	61.8	3.88	1.56
636	0.777	61.8	3.89	1.56
638	0.778	62.0	3.89	1.56
639	0.780	62.1	3.90	1.56
640	0.780	62.3	3.90	1.56
641	0.781	62.3	3.91	1.57
641	0.782	62.3	3.91	1.57
642	0.783	62.4	3.92	1.57
643	0.784	62.6	3.92	1.57
645	0.785	62.7	3.93	1.57
646	0.786	62.9	3.93	1.58
648	0.787	63.0	3.94	1.58
648	0.788	63.1	3.94	1.58
650	0.789	63.2	3.95	1.58
651	0.790	63.3	3.95	1.58
653	0.791	63.5	3.96	1.59
656	0.792	63.8	3.96	1.59
658	0.793	64.0	3.97	1.59
658	0.794	64.0	3.97	1.59
660	0.795	64.2	3.98	1.59
661	0.796	64.3	3.98	1.60
663	0.797	64.5	3.99	1.60
665	0.798	64.7	3.99	1.60
667	0.799	64.8	4.00	1.60
668	0.800	65.0	4.00	1.60
670	0.801	65.1	4.01	1.61
671	0.802	65.2	4.01	1.61
673	0.803	65.4	4.02	1.61
675	0.804	65.7	4.02	1.61
677	0.805	65.8	4.03	1.61
678	0.806	66.0	4.03	1.62
679	0.807	66.1	4.04	1.62
681	0.808	66.2	4.04	1.62
682	0.809	66.3	4.05	1.62
683	0.810	66.5	4.05	1.62
685	0.811	66.6	4.06	1.63
687	0.812	66.9	4.06	1.63
688	0.813	67.0	4.07	1.63
689	0.814	67.0	4.07	1.63
691	0.815	67.2	4.08	1.63
692	0.816	67.3	4.08	1.64
693	0.817	67.4	4.09	1.64
695	0.818	67.6	4.09	1.64
697	0.819	67.8	4.10	1.64
698	0.820	67.8	4.10	1.64
698	0.821	67.9	4.11	1.65
700	0.822	68.1	4.11	1.65
701	0.823	68.2	4.12	1.65
703	0.824	68.4	4.12	1.65
705	0.825	68.6	4.13	1.65
706	0.826	68.7	4.13	1.66
708	0.827	68.8	4.14	1.66
708	0.828	68.8	4.14	1.66
709	0.828	69.0	4.14	1.66
711	0.830	69.1	4.15	1.66
713	0.831	69.3	4.16	1.66
713	0.832	69.4	4.16	1.67
715	0.833	69.5	4.16	1.67
716	0.833	69.6	4.17	1.67
717	0.834	69.7	4.17	1.67
718	0.835	69.9	4.18	1.67
720	0.836	70.0	4.18	1.68
721	0.837	70.1	4.19	1.68
723	0.838	70.3	4.19	1.68
723	0.839	70.4	4.20	1.68
724	0.840	70.4	4.20	1.68
725	0.841	70.5	4.21	1.69
728	0.842	70.8	4.21	1.69
729	0.843	70.9	4.22	1.69
731	0.844	71.1	4.22	1.69
732	0.845	71.2	4.23	1.69
733	0.846	71.2	4.23	1.70
734	0.847	71.4	4.24	1.70
735	0.848	71.5	4.24	1.70
737	0.849	71.7	4.25	1.70
738	0.850	71.8	4.25	1.70
740	0.851	72.0	4.26	1.71
741	0.852	72.1	4.26	1.71
742	0.853	72.1	4.27	1.71
743	0.854	72.2	4.27	1.71
744	0.855	72.4	4.28	1.71
746	0.856	72.5	4.28	1.72
747	0.857	72.7	4.29	1.72
748	0.858	72.8	4.29	1.72
749	0.859	72.9	4.30	1.72
750	0.860	72.9	4.30	1.72
751	0.861	73.0	4.31	1.73
753	0.862	73.3	4.31	1.73
755	0.863	73.4	4.32	1.73
756	0.864	73.5	4.32	1.73
757	0.865	73.6	4.33	1.73
758	0.866	73.7	4.33	1.74
758	0.867	73.8	4.34	1.74
760	0.868	73.9	4.34	1.74
761	0.869	74.0	4.35	1.74
763	0.870	74.2	4.35	1.74
763	0.871	74.2	4.36	1.75
764	0.872	74.3	4.36	1.75
765	0.873	74.4	4.37	1.75
767	0.874	74.6	4.37	1.75
768	0.875	74.7	4.38	1.75
769	0.876	74.8	4.38	1.76
770	0.877	74.9	4.39	1.76
771	0.878	75.0	4.39	1.76
772	0.879	75.1	4.39	1.76
773	0.880	75.2	4.40	1.76
774	0.881	75.3	4.40	1.77
776	0.882	75.5	4.41	1.77
777	0.883	75.5	4.41	1.77
778	0.884	75.7	4.42	1.77
779	0.884	75.8	4.42	1.77
780	0.886	75.9	4.43	1.77
782	0.886	76.0	4.43	1.78
783	0.887	76.2	4.44	1.78
784	0.889	76.3	4.45	1.78
786	0.890	76.4	4.45	1.78
787	0.890	76.5	4.45	1.78
788	0.891	76.6	4.46	1.79
789	0.892	76.7	4.46	1.79
790	0.893	76.8	4.47	1.79
792	0.894	77.0	4.47	1.79
793	0.895	77.2	4.48	1.79
794	0.896	77.2	4.48	1.80
796	0.897	77.4	4.49	1.80
797	0.898	77.5	4.49	1.80
798	0.899	77.6	4.50	1.80
799	0.900	77.7	4.50	1.80
801	0.901	77.9	4.51	1.81
803	0.902	78.1	4.51	1.81
803	0.903	78.1	4.52	1.81
804	0.904	78.2	4.52	1.81
806	0.905	78.4	4.53	1.81
808	0.906	78.5	4.53	1.82
809	0.907	78.7	4.54	1.82
810	0.908	78.8	4.54	1.82
812	0.909	78.9	4.55	1.82
813	0.910	79.0	4.55	1.82
813	0.911	79.1	4.56	1.83
815	0.912	79.3	4.56	1.83
817	0.913	79.4	4.57	1.83
818	0.914	79.6	4.57	1.83
820	0.915	79.8	4.58	1.83
821	0.916	79.8	4.58	1.84
822	0.917	79.9	4.59	1.84
823	0.918	80.0	4.59	1.84
824	0.919	80.2	4.60	1.84
826	0.920	80.3	4.60	1.84
827	0.921	80.5	4.61	1.85
828	0.922	80.6	4.61	1.85
829	0.923	80.7	4.62	1.85
830	0.924	80.7	4.62	1.85
831	0.925	80.9	4.63	1.85
833	0.926	81.0	4.63	1.86
835	0.927	81.2	4.64	1.86
836	0.928	81.3	4.64	1.86
837	0.929	81.4	4.65	1.86
838	0.930	81.5	4.65	1.86
839	0.931	81.6	4.66	1.87
840	0.932	81.7	4.66	1.87
842	0.933	81.9	4.67	1.87
843	0.934	82.0	4.67	1.87
844	0.935	82.1	4.68	1.87
845	0.936	82.2	4.68	1.88
846	0.937	82.3	4.68	1.88
848	0.937	82.4	4.69	1.88
849	0.939	82.6	4.69	1.88
850	0.940	82.7	4.70	1.88
852	0.941	82.8	4.71	1.89
853	0.942	82.9	4.71	1.89
853	0.942	83.0	4.71	1.89
854	0.943	83.1	4.72	1.89
855	0.944	83.2	4.72	1.89
857	0.946	83.3	4.73	1.89
858	0.946	83.5	4.73	1.90
859	0.947	83.6	4.74	1.90
860	0.948	83.6	4.74	1.90
861	0.949	83.8	4.75	1.90
862	0.950	83.8	4.75	1.90
863	0.951	84.0	4.76	1.91
864	0.952	84.1	4.76	1.91
866	0.953	84.2	4.77	1.91
867	0.954	84.3	4.77	1.91
868	0.955	84.4	4.78	1.91
868	0.956	84.5	4.78	1.92
869	0.957	84.5	4.79	1.92
871	0.958	84.7	4.79	1.92
872	0.959	84.9	4.80	1.92
873	0.960	84.9	4.80	1.92
874	0.961	85.0	4.81	1.93
875	0.962	85.1	4.81	1.93
876	0.963	85.2	4.82	1.93
878	0.964	85.4	4.82	1.93
879	0.965	85.5	4.83	1.93
880	0.966	85.6	4.83	1.94
881	0.967	85.7	4.84	1.94
882	0.968	85.8	4.84	1.94
883	0.969	85.8	4.85	1.94
884	0.970	86.0	4.85	1.94
886	0.971	86.2	4.86	1.95
888	0.972	86.3	4.86	1.95
889	0.973	86.5	4.87	1.95
890	0.974	86.6	4.87	1.95
891	0.975	86.6	4.88	1.95
892	0.976	86.7	4.88	1.96
893	0.977	86.8	4.89	1.96
894	0.978	87.0	4.89	1.96
896	0.979	87.1	4.90	1.96
897	0.980	87.2	4.90	1.96
898	0.981	87.3	4.91	1.97
898	0.982	87.3	4.91	1.97
899	0.983	87.5	4.92	1.97
900	0.984	87.5	4.92	1.97
902	0.985	87.7	4.93	1.97
903	0.986	87.8	4.93	1.98
903	0.987	87.9	4.94	1.98
904	0.988	87.9	4.94	1.98
905	0.989	88.0	4.94	1.98
906	0.990	88.1	4.95	1.98
907	0.991	88.2	4.96	1.99
908	0.992	88.4	4.96	1.99
909	0.993	88.4	4.97	1.99
909	0.993	88.5	4.97	1.99
910	0.994	88.5	4.97	1.99
911	0.996	88.6	4.98	2.00
913	0.997	88.8	4.99	2.00
913	0.998	88.8	4.99	2.00
915	0.999	89.0	4.99	2.00
916	0.999	89.1	5.00	2.00
916	1.00	89.1	5.00	2.00
918	1.00	89.2	5.01	2.01
918	1.00	89.3	5.01	2.01
920	1.00	89.5	5.02	2.01
921	1.00	89.6	5.02	2.01
922	1.00	89.6	5.02	2.01
923	1.01	89.8	5.03	2.02
923	1.01	89.8	5.04	2.02
925	1.01	90.0	5.04	2.02
926	1.01	90.1	5.05	2.02
928	1.01	90.2	5.05	2.02
928	1.01	90.3	5.06	2.03
929	1.01	90.4	5.06	2.03
930	1.01	90.5	5.07	2.03
931	1.01	90.5	5.07	2.03
932	1.02	90.6	5.08	2.03
933	1.02	90.7	5.08	2.04
934	1.02	90.9	5.09	2.04
934	1.02	90.9	5.09	2.04
935	1.02	90.9	5.10	2.04
936	1.02	91.0	5.10	2.04
937	1.02	91.1	5.11	2.05
938	1.02	91.2	5.11	2.05
939	1.02	91.3	5.12	2.05
940	1.02	91.4	5.12	2.05
941	1.03	91.5	5.13	2.05
941	1.03	91.5	5.13	2.06
942	1.03	91.6	5.14	2.06
943	1.03	91.7	5.14	2.06
944	1.03	91.8	5.15	2.06
945	1.03	91.9	5.15	2.06
946	1.03	92.0	5.16	2.07
946	1.03	92.0	5.16	2.07
947	1.03	92.1	5.16	2.07
948	1.03	92.2	5.17	2.07
948	1.04	92.2	5.18	2.07
949	1.04	92.3	5.18	2.08
951	1.04	92.5	5.19	2.08
951	1.04	92.5	5.19	2.08
952	1.04	92.6	5.20	2.08
953	1.04	92.6	5.20	2.08
953	1.04	92.7	5.21	2.09
955	1.04	92.9	5.21	2.09
956	1.04	93.0	5.22	2.09
957	1.04	93.1	5.22	2.09
957	1.04	93.1	5.22	2.09
958	1.05	93.1	5.23	2.10
958	1.05	93.2	5.23	2.10
959	1.05	93.3	5.24	2.10
961	1.05	93.5	5.24	2.10
962	1.05	93.5	5.25	2.10
963	1.05	93.6	5.25	2.11
963	1.05	93.6	5.26	2.11
963	1.05	93.7	5.26	2.11
965	1.05	93.8	5.27	2.11
966	1.06	93.9	5.28	2.11
968	1.06	94.1	5.28	2.11
968	1.06	94.2	5.28	2.12
968	1.06	94.2	5.29	2.12
969	1.06	94.3	5.29	2.12
970	1.06	94.3	5.30	2.12
971	1.06	94.5	5.30	2.12
973	1.06	94.6	5.31	2.13
973	1.06	94.7	5.31	2.13
974	1.06	94.7	5.32	2.13
974	1.06	94.8	5.32	2.13
975	1.07	94.8	5.33	2.13
976	1.07	94.9	5.33	2.14
978	1.07	95.1	5.34	2.14
978	1.07	95.1	5.34	2.14
978	1.07	95.2	5.35	2.14
978	1.07	95.2	5.35	2.14
979	1.07	95.2	5.36	2.15
980	1.07	95.3	5.36	2.15
982	1.07	95.5	5.37	2.15
983	1.07	95.6	5.37	2.15
983	1.08	95.6	5.38	2.15
983	1.08	95.6	5.38	2.16
984	1.08	95.7	5.39	2.16
985	1.08	95.8	5.39	2.16
986	1.08	95.9	5.39	2.16
987	1.08	96.0	5.40	2.16
988	1.08	96.1	5.41	2.17
989	1.08	96.2	5.41	2.17
989	1.08	96.2	5.42	2.17
990	1.08	96.3	5.42	2.17
991	1.09	96.4	5.43	2.17
993	1.09	96.5	5.43	2.18
994	1.09	96.7	5.44	2.18
995	1.09	96.8	5.44	2.18
996	1.09	96.9	5.45	2.18
996	1.09	96.9	5.45	2.18
997	1.09	97.0	5.46	2.19
998	1.09	97.1	5.46	2.19
999	1.09	97.2	5.47	2.19
1000	1.09	97.3	5.47	2.19
1000	1.10	97.4	5.48	2.19
1000	1.10	97.4	5.48	2.20
1000	1.10	97.5	5.49	2.20
1000	1.10	97.6	5.49	2.20
1010	1.10	97.8	5.50	2.20
1010	1.10	97.8	5.50	2.20
1010	1.10	98.0	5.51	2.21
1010	1.10	98.1	5.51	2.21
1010	1.10	98.1	5.51	2.21
1010	1.10	98.2	5.52	2.21
1010	1.10	98.2	5.52	2.21
1010	1.11	98.4	5.53	2.22
1010	1.11	98.6	5.53	2.22
1010	1.11	98.7	5.54	2.22
1020	1.11	98.7	5.54	2.22
1020	1.11	98.8	5.55	2.22
1020	1.11	98.9	5.55	2.22
1020	1.11	99.1	5.56	2.23
1020	1.11	99.2	5.56	2.23
1020	1.11	99.4	5.57	2.23
1020	1.11	99.5	5.57	2.23
1020	1.12	99.6	5.58	2.23
1030	1.12	99.7	5.58	2.24
1030	1.12	99.8	5.59	2.24
1030	1.12	99.9	5.59	2.24
1030	1.12	100	5.60	2.24
1030	1.12	100	5.60	2.24
1030	1.12	100	5.61	2.25
1030	1.12	100	5.61	2.25
1030	1.12	101	5.62	2.25
1040	1.12	101	5.62	2.25
1040	1.13	101	5.63	2.25
1040	1.13	101	5.63	2.26
1040	1.13	101	5.64	2.26
1040	1.13	101	5.64	2.26
1040	1.13	101	5.65	2.26
1040	1.13	101	5.65	2.26
1040	1.13	101	5.66	2.27
1050	1.13	102	5.66	2.27
1050	1.13	102	5.67	2.27
1050	1.13	102	5.67	2.27
1050	1.14	102	5.68	2.27
1050	1.14	102	5.68	2.28
1050	1.14	102	5.69	2.28
1050	1.14	102	5.69	2.28
1050	1.14	102	5.70	2.28
1050	1.14	102	5.70	2.28
1050	1.14	103	5.71	2.29
1060	1.14	103	5.71	2.29
1060	1.14	103	5.72	2.29
1060	1.14	103	5.72	2.29
1060	1.15	103	5.73	2.29
1060	1.15	103	5.73	2.30
1060	1.15	103	5.74	2.30
1060	1.15	103	5.74	2.30
1060	1.15	103	5.75	2.30
1060	1.15	103	5.75	2.30
1070	1.15	104	5.76	2.31
1070	1.15	104	5.76	2.31
1070	1.15	104	5.76	2.31
1070	1.15	104	5.77	2.31
1070	1.16	104	5.78	2.31
1070	1.16	104	5.78	2.32
1070	1.16	104	5.79	2.32
1070	1.16	104	5.79	2.32
1070	1.16	104	5.80	2.32
1070	1.16	104	5.80	2.32
1070	1.16	104	5.80	2.33
1070	1.16	104	5.81	2.33
1080	1.16	105	5.81	2.33
1080	1.16	105	5.82	2.33
1080	1.16	105	5.82	2.33
1080	1.17	105	5.83	2.33
1080	1.17	105	5.83	2.34
1080	1.17	105	5.84	2.34
1080	1.17	105	5.84	2.34
1080	1.17	105	5.85	2.34
1080	1.17	105	5.85	2.34
1080	1.17	105	5.86	2.35
1090	1.17	106	5.86	2.35
1090	1.17	106	5.87	2.35
1090	1.17	106	5.87	2.35
1090	1.18	106	5.88	2.35
1090	1.18	106	5.88	2.36
1090	1.18	106	5.89	2.36
1090	1.18	106	5.89	2.36
1090	1.18	106	5.90	2.36
1090	1.18	106	5.90	2.36
1090	1.18	106	5.91	2.37
1100	1.18	107	5.91	2.37
1100	1.18	107	5.92	2.37
1100	1.18	107	5.92	2.37
1100	1.19	107	5.93	2.37
1100	1.19	107	5.93	2.38
1100	1.19	107	5.94	2.38
1100	1.19	107	5.94	2.38
1110	1.19	107	5.95	2.38
1110	1.19	108	5.95	2.38
1110	1.19	108	5.96	2.39
1110	1.19	108	5.96	2.39
1110	1.19	108	5.97	2.39
1110	1.19	108	5.97	2.39
1110	1.20	108	5.98	2.39
1110	1.20	108	5.98	2.40
1110	1.20	108	5.99	2.40
1120	1.20	108	5.99	2.40
1120	1.20	109	6.00	2.40
1120	1.20	109	6.00	2.40
1120	1.20	109	6.01	2.41
1120	1.20	109	6.01	2.41
1120	1.20	109	6.02	2.41
1120	1.20	109	6.02	2.41
1120	1.21	109	6.03	2.41
1120	1.21	109	6.03	2.42
1130	1.21	109	6.04	2.42
1130	1.21	110	6.04	2.42
1130	1.21	110	6.05	2.42
1130	1.21	110	6.05	2.42
1130	1.21	110	6.06	2.43
1130	1.21	110	6.06	2.43
1130	1.21	110	6.06	2.43
1130	1.21	110	6.07	2.43
1140	1.22	110	6.08	2.43
1140	1.22	110	6.08	2.44
1140	1.22	111	6.08	2.44
1140	1.22	111	6.09	2.44
1140	1.22	111	6.09	2.44
1140	1.22	111	6.10	2.44
1140	1.22	111	6.10	2.44
1140	1.22	111	6.11	2.45
1140	1.22	111	6.11	2.45
1140	1.22	111	6.12	2.45
1140	1.22	111	6.12	2.45
1150	1.23	111	6.13	2.45
1150	1.23	112	6.13	2.46
1150	1.23	112	6.14	2.46
1150	1.23	112	6.14	2.46
1150	1.23	112	6.15	2.46
1150	1.23	112	6.15	2.46
1150	1.23	112	6.16	2.47
1150	1.23	112	6.16	2.47
1160	1.23	112	6.17	2.47
1160	1.23	112	6.17	2.47
1160	1.24	113	6.18	2.47
1160	1.24	113	6.18	2.48
1160	1.24	113	6.19	2.48
1160	1.24	113	6.19	2.48
1160	1.24	113	6.20	2.48
1160	1.24	113	6.20	2.48
1160	1.24	113	6.21	2.49
1160	1.24	113	6.21	2.49
1160	1.24	113	6.22	2.49
1170	1.24	113	6.22	2.49
1170	1.25	113	6.23	2.49
1170	1.25	113	6.23	2.50
1170	1.25	114	6.24	2.50
1170	1.25	114	6.24	2.50
1170	1.25	114	6.25	2.50
1170	1.25	114	6.25	2.50
1170	1.25	114	6.26	2.51
1170	1.25	114	6.26	2.51
1170	1.25	114	6.27	2.51
1180	1.25	114	6.27	2.51
1180	1.26	114	6.28	2.51
1180	1.26	114	6.28	2.52
1180	1.26	114	6.29	2.52
1180	1.26	115	6.29	2.52
1180	1.26	115	6.30	2.52
1180	1.26	115	6.30	2.52
1180	1.26	115	6.31	2.53
1180	1.26	115	6.31	2.53
1180	1.26	115	6.32	2.53
1180	1.26	115	6.32	2.53
1180	1.27	115	6.33	2.53
1190	1.27	115	6.33	2.54
1190	1.27	115	6.34	2.54
1190	1.27	116	6.34	2.54
1190	1.27	116	6.34	2.54
1190	1.27	116	6.35	2.54
1190	1.27	116	6.35	2.55
1190	1.27	116	6.36	2.55
1190	1.27	116	6.36	2.55
1190	1.27	116	6.37	2.55
1190	1.28	116	6.38	2.55
1200	1.28	116	6.38	2.55
1200	1.28	116	6.38	2.56
1200	1.28	116	6.39	2.56
1200	1.28	117	6.39	2.56
1200	1.28	117	6.40	2.56
1200	1.28	117	6.40	2.56
1200	1.28	117	6.41	2.57
1200	1.28	117	6.41	2.57
1200	1.28	117	6.42	2.57
1200	1.28	117	6.42	2.57
1200	1.29	117	6.43	2.57
1210	1.29	117	6.43	2.58
1210	1.29	117	6.44	2.58
1210	1.29	117	6.44	2.58
1210	1.29	117	6.45	2.58
1210	1.29	118	6.45	2.58
1210	1.29	118	6.46	2.59
1210	1.29	118	6.46	2.59
1210	1.29	118	6.47	2.59
1210	1.29	118	6.47	2.59
1210	1.30	118	6.48	2.59
1210	1.30	118	6.48	2.60
1220	1.30	118	6.49	2.60
1220	1.30	118	6.49	2.60
1220	1.30	118	6.50	2.60
1220	1.30	118	6.50	2.60
1220	1.30	119	6.51	2.61
1220	1.30	119	6.51	2.61
1220	1.30	119	6.52	2.61
1220	1.30	119	6.52	2.61
1220	1.31	119	6.53	2.61
1220	1.31	119	6.53	2.62
1220	1.31	119	6.54	2.62
1220	1.31	119	6.54	2.62
1230	1.31	119	6.55	2.62
1230	1.31	119	6.55	2.62
1230	1.31	119	6.56	2.63
1230	1.31	119	6.56	2.63
1230	1.31	120	6.57	2.63
1230	1.31	120	6.57	2.63
1230	1.32	120	6.58	2.63
1230	1.32	120	6.58	2.64
1230	1.32	120	6.59	2.64
1230	1.32	120	6.59	2.64
1240	1.32	120	6.60	2.64
1240	1.32	120	6.60	2.64
1240	1.32	120	6.61	2.65
1240	1.32	120	6.61	2.65
1240	1.32	120	6.62	2.65
1240	1.32	121	6.62	2.65
1240	1.33	121	6.63	2.65
1240	1.33	121	6.63	2.66
1240	1.33	121	6.63	2.66
1240	1.33	121	6.64	2.66
1240	1.33	121	6.64	2.66
1240	1.33	121	6.65	2.66
1250	1.33	121	6.65	2.67
1250	1.33	121	6.66	2.67
1250	1.33	121	6.66	2.67
1250	1.33	121	6.67	2.67
1250	1.33	121	6.67	2.67
1250	1.34	122	6.68	2.67
1250	1.34	122	6.68	2.68
1250	1.34	122	6.69	2.68
1250	1.34	122	6.69	2.68
1250	1.34	122	6.70	2.68
1250	1.34	122	6.70	2.68
1250	1.34	122	6.71	2.69
1260	1.34	122	6.71	2.69
1260	1.34	122	6.72	2.69
1260	1.34	122	6.72	2.69
1260	1.35	122	6.73	2.69
1260	1.35	122	6.73	2.70
1260	1.35	122	6.74	2.70
1260	1.35	123	6.74	2.70
1260	1.35	123	6.75	2.70
1260	1.35	123	6.75	2.70
1260	1.35	123	6.76	2.71
1260	1.35	123	6.76	2.71
1260	1.35	123	6.77	2.71
1260	1.35	123	6.77	2.71
1270	1.36	123	6.78	2.71
1270	1.36	123	6.78	2.72
1270	1.36	123	6.79	2.72
1270	1.36	123	6.79	2.72
1270	1.36	123	6.80	2.72
1270	1.36	123	6.80	2.72
1270	1.36	123	6.81	2.73
1270	1.36	124	6.81	2.73
1270	1.36	124	6.82	2.73
1270	1.36	124	6.82	2.73
1270	1.37	124	6.83	2.73
1270	1.37	124	6.83	2.74
1270	1.37	124	6.84	2.74
1270	1.37	124	6.84	2.74
1280	1.37	124	6.85	2.74
1280	1.37	124	6.85	2.74
1280	1.37	124	6.86	2.75
1280	1.37	124	6.86	2.75
1280	1.37	124	6.87	2.75
1280	1.37	124	6.87	2.75
1280	1.38	124	6.88	2.75
1280	1.38	125	6.88	2.76
1280	1.38	125	6.89	2.76
1280	1.38	125	6.89	2.76
1280	1.38	125	6.90	2.76
1280	1.38	125	6.90	2.76
1280	1.38	125	6.91	2.77
1280	1.38	125	6.91	2.77
1290	1.38	125	6.92	2.77
1290	1.38	125	6.92	2.77
1290	1.38	125	6.92	2.77
1290	1.39	125	6.93	2.78
1290	1.39	125	6.93	2.78
1290	1.39	125	6.94	2.78
1290	1.39	125	6.94	2.78
1290	1.39	126	6.95	2.78
1290	1.39	126	6.95	2.78
1290	1.39	126	6.96	2.79
1290	1.39	126	6.96	2.79
1290	1.39	126	6.97	2.79
1290	1.39	126	6.97	2.79
1300	1.40	126	6.98	2.79
1300	1.40	126	6.98	2.80
1300	1.40	126	6.99	2.80
1300	1.40	126	6.99	2.80
1300	1.40	126	7.00	2.80
1300	1.40	126	7.00	2.80
1300	1.40	126	7.01	2.81
1300	1.40	126	7.01	2.81
1300	1.40	126	7.02	2.81
1300	1.40	127	7.02	2.81
1300	1.41	127	7.03	2.81
1300	1.41	127	7.03	2.82
1300	1.41	127	7.04	2.82
1300	1.41	127	7.04	2.82
1300	1.41	127	7.05	2.82
1310	1.41	127	7.05	2.82
1310	1.41	127	7.06	2.83
1310	1.41	127	7.06	2.83
1310	1.41	127	7.07	2.83
1310	1.41	127	7.07	2.83
1310	1.42	127	7.08	2.83
1310	1.42	127	7.08	2.84
1310	1.42	127	7.09	2.84
1310	1.42	127	7.09	2.84
1310	1.42	127	7.10	2.84
1310	1.42	128	7.10	2.84
1310	1.42	128	7.11	2.85
1310	1.42	128	7.11	2.85
1310	1.42	128	7.12	2.85
1310	1.42	128	7.12	2.85
1320	1.43	128	7.13	2.85
1320	1.43	128	7.13	2.86
1320	1.43	128	7.14	2.86
1320	1.43	128	7.14	2.86
1320	1.43	128	7.15	2.86
1320	1.43	128	7.15	2.86
1320	1.43	128	7.16	2.87
1320	1.43	128	7.16	2.87
1320	1.43	128	7.17	2.87
1320	1.43	128	7.17	2.87
1320	1.44	128	7.18	2.87
1320	1.44	128	7.18	2.88
1320	1.44	129	7.18	2.88
1320	1.44	129	7.19	2.88
1320	1.44	129	7.19	2.88
1320	1.44	129	7.20	2.88
1320	1.44	129	7.21	2.89
1320	1.44	129	7.21	2.89
1320	1.44	129	7.21	2.89
1320	1.44	129	7.22	2.89
1320	1.44	129	7.22	2.89
1330	1.45	129	7.23	2.89
1330	1.45	129	7.23	2.90
1330	1.45	129	7.24	2.90
1330	1.45	129	7.24	2.90
1330	1.45	129	7.25	2.90
1330	1.45	129	7.25	2.90
1330	1.45	129	7.26	2.91
1330	1.45	129	7.26	2.91
1330	1.45	129	7.27	2.91
1330	1.45	129	7.27	2.91
1330	1.46	129	7.28	2.91
1330	1.46	129	7.28	2.92
1330	1.46	129	7.29	2.92
1330	1.46	130	7.29	2.92
1330	1.46	130	7.30	2.92
1330	1.46	130	7.30	2.92
1330	1.46	130	7.31	2.93
1330	1.46	130	7.31	2.93
1330	1.46	130	7.32	2.93
1330	1.46	130	7.32	2.93
1340	1.47	130	7.33	2.93
1340	1.47	130	7.33	2.94
1340	1.47	130	7.34	2.94
1340	1.47	130	7.34	2.94
1340	1.47	130	7.35	2.94
1340	1.47	130	7.35	2.94
1340	1.47	130	7.36	2.95
1340	1.47	130	7.36	2.95
1340	1.47	130	7.37	2.95
1340	1.47	130	7.37	2.95
1340	1.48	130	7.38	2.95
1340	1.48	130	7.38	2.96
1340	1.48	130	7.39	2.96
1340	1.48	130	7.39	2.96
1340	1.48	130	7.40	2.96
1340	1.48	130	7.40	2.96
1340	1.48	130	7.41	2.97
1340	1.48	130	7.41	2.97
1340	1.48	131	7.42	2.97
1340	1.48	131	7.42	2.97
1340	1.49	131	7.43	2.97
1340	1.49	131	7.43	2.98
1340	1.49	131	7.44	2.98
1340	1.49	131	7.44	2.98
1340	1.49	131	7.45	2.98
1350	1.49	131	7.45	2.98
1350	1.49	131	7.46	2.99
1350	1.49	131	7.46	2.99
1350	1.49	131	7.47	2.99
1350	1.49	131	7.47	2.99
1350	1.49	131	7.47	2.99
1350	1.50	131	7.48	3.00
1350	1.50	131	7.48	3.00
1350	1.50	131	7.49	3.00
1350	1.50	131	7.49	3.00
1350	1.50	131	7.50	3.00
1350	1.50	131	7.50	3.00
1350	1.50	131	7.51	3.01
1350	1.50	131	7.51	3.01
1350	1.50	131	7.52	3.01
1350	1.50	131	7.52	3.01
1350	1.51	131	7.53	3.01
1350	1.51	131	7.53	3.02
1350	1.51	131	7.54	3.02
1350	1.51	131	7.54	3.02
1350	1.51	131	7.55	3.02
1350	1.51	131	7.55	3.02
1350	1.51	131	7.56	3.03
1350	1.51	131	7.56	3.03
1350	1.51	131	7.57	3.03
1350	1.51	131	7.57	3.03
1350	1.52	132	7.58	3.03
1350	1.52	132	7.58	3.04
1350	1.52	132	7.59	3.04
1350	1.52	132	7.59	3.04
1350	1.52	132	7.60	3.04
1350	1.52	132	7.60	3.04
1350	1.52	132	7.61	3.05
1350	1.52	132	7.61	3.05
1360	1.52	132	7.62	3.05
1360	1.52	132	7.62	3.05
1360	1.53	132	7.63	3.05
1360	1.53	132	7.63	3.06
1360	1.53	132	7.64	3.06
1360	1.53	132	7.64	3.06
1360	1.53	132	7.65	3.06
1360	1.53	132	7.65	3.06
1360	1.53	132	7.66	3.07
1360	1.53	132	7.66	3.07
